Ticker,MCap_Cr,ROE_Latest,ROCE_Latest,OPM_Latest,Revenue_CAGR_AllYears,PAT_CAGR_AllYears
IRISDOREME,624.34,14.46,,15.76,50.4,17.6
SNOWMAN,623.7,0.82,,4.57,3.9,50.4
PYRAMID,619.8,10.96,,8.17,13.8,57.2
FOCUS,616.37,3.54,,5.61,44.3,134.8
DMCC,610.53,11.49,,15.96,-46.7,-8.5
HINDCOMPOS,609.07,2.79,,12.94,17.6,92.8
NAHARPOLY,604.99,,,13.84,7.0,45.0
SUTLEJTEX,601.48,-10.09,,-1.42,2.1,
OSWALGREEN,596.31,-2.56,,51.78,103.6,
PRIMO,595.68,3.86,,8.07,-6.8,
AMANTA,589.51,9.4,,13.25,6.8,-23.4
LINC,585.06,13.28,,10.21,-10.6,-13.7
HMVL,578.49,9.04,,32.72,14.0,-39.4
PPL,577.29,9.38,,5.94,22.0,32.1
URJA,577.27,0.71,,2.03,2.3,
MUFTI,576.12,11.18,,14.01,5.9,9.5
TRANSPEK,571.35,,,4.1,-14.4,-65.7
EIFFL,570.23,,,7.08,-40.6,-49.3
BESTAGRO,560.74,1.16,,-24.02,-43.2,
SHREERAMA,556.83,,,12.59,13.2,2.6
PANACHE,553.61,19.0,,17.42,65.8,252.4
NBIFIN,551.7,,,91.56,1427.9,1825.4
SATIA,545.4,3.83,,-2.94,-2.0,-83.6
ONWARDTEC,543.5,18.55,,7.98,7.7,-7.2
SUKHJITS,540.68,4.87,,4.62,12.2,418.7
ZEEMEDIA,539.74,0.85,,-21.66,1.3,
PTL,539.44,5.45,,88.61,0.0,47.5
RBZJEWEL,538.04,20.11,,10.43,38.0,36.4
CEWATER,536.45,4.12,,6.52,-0.5,-69.1
TERASOFT,530.82,18.48,,14.15,122.7,120.1
WSI,529.75,0.75,,15.27,-47.5,
GFLLIMITED,528.93,,,41.43,25.0,181.0
ONMOBILE,527.35,-1.84,,-40.07,-18.3,
ELIN,526.32,4.14,,-0.16,2.7,
GLOBAL,524.18,19.74,,42.23,46.5,93.7
ENIL,523.99,-0.96,,-7.63,-11.5,-32.2
HTMEDIA,523.01,1.9,,12.02,-0.5,
EVERESTIND,521.1,-18.64,,-11.44,-27.7,
TPLPLASTEH,520.44,18.37,,9.97,23.7,17.0
EMAMIPAP,518.05,9.8,,9.71,4.5,
DAVANGERE,516.23,1.99,,6.29,47.3,537.3
HLVLTD,515.54,0.94,,10.95,5.5,-37.5
NRL,515.05,12.08,,3.64,54.0,33.3
CSLFINANCE,513.57,14.81,,76.81,22.1,2.7
THEINVEST,512.71,4.67,,0.28,-19.9,7.3
SCHAND,512.05,7.17,,42.56,16.2,19.7
BMWVENTLTD,511.27,11.5,,2.68,24.5,-27.7
REPRO,511.27,-9.1,,1.53,13.3,
MUNJALSHOW,510.9,3.23,,-0.81,14.6,
SPECIALITY,510.77,,,10.5,7.2,0.0
KNAGRI,509.93,8.61,,3.34,-3.0,-20.4
NAHARINDUS,506.63,5.05,,12.27,-13.0,53.4
INTLCONV,504.64,17.4,,18.79,77.7,-69.4
RKSWAMY,502.55,8.61,,16.82,20.4,29.5
KRONOX,499.31,26.82,,33.91,-0.0,26.7
ORBTEXP,498.25,11.23,,7.25,-2.9,-85.0
ACL,494.5,-59.62,,-12.11,73.2,
ESSARSHPNG,492.48,,,,,
IRIS,490.55,10.23,,12.31,13.0,47.3
SHIVAUM,489.61,6.08,,3.67,6.6,108.3
MONEYBOXX,482.73,0.48,,1.6,4.1,
ADVANIHOTR,482.44,8.0,,41.85,6.0,2.4
KAMATHOTEL,481.91,12.62,,22.06,24.8,7.1
PANSARI,481.79,,,13.15,786.2,1520.0
DHUNINV,480.52,1.35,,-99.85,122.1,
GUJAPOLLO,479.18,1.03,,-27.27,-67.9,
NILASPACES,475.42,18.37,,32.18,25.3,106.7
MANCREDIT,468.88,9.77,,79.17,59.4,99.1
ORIENTBELL,466.32,3.85,,4.76,8.3,125.7
MAZDA,465.14,11.48,,13.93,21.6,35.1
DONEAR,462.44,16.98,,9.34,-9.8,219.0
ABCOTS,461.63,9.87,,4.83,22.5,-50.4
ORIENTCER,458.1,7.47,,2.12,16.2,62.1
SREEL,457.87,5.99,,19.53,22.8,82.5
DICIND,455.41,,,2.53,14.6,63.8
BBTCL,454.9,16.37,,10.2,14.2,
BANSWRAS,453.78,,,7.17,0.3,38.2
PLASTIBLEN,452.73,8.37,,7.27,5.8,45.2
KANPRPLA,448.53,17.2,,9.58,-2.4,366.2
VINYLINDIA,448.53,12.85,,3.69,4.0,-36.1
SBGLP,447.93,41.98,,32.6,174.7,102.3
SILINV,445.93,1.31,,173.8,,
UGARSUGAR,445.39,6.05,,15.56,-23.8,-10.4
RUSHIL,444.82,0.99,,8.68,0.1,-17.8
RAMANEWS,438.7,,,-8.58,-30.5,
ARIES,437.4,13.42,,-4.63,41.1,
EUROBOND,436.44,18.11,,9.12,20.0,36.5
NDLVENTURE,436.32,1.53,,-83.22,,25.1
SHALPAINTS,433.96,-22.94,,-1.96,-12.3,
SURAJLTD,431.5,5.52,,8.24,-26.1,
RAMAPHO,429.41,13.28,,3.7,9.0,2.6
RADIANTCMS,428.11,10.19,,5.63,-3.4,-35.4
SRGHFL,426.19,11.59,,34.64,23.8,33.0
HALEOSLABS,425.13,8.06,,0.41,-15.7,-85.4
CYBERTECH,424.12,13.23,,7.74,1.4,-26.3
NAHARCAP,423.18,3.98,,5.09,-0.6,-14.3
SHAH,421.56,5.12,,-8.29,50.2,34.6
KOTYARK,421.03,11.9,,25.02,39.4,
SIGMA,417.68,37.78,,30.82,4.7,-21.7
ALBERTDAVD,414.11,-0.38,,0.04,14.6,
KOTHARIPRO,413.46,,,-8.36,-26.9,-5.9
MIRZAINT,410.32,-0.1,,-13.96,-15.9,
LIBERTSHOE,406.95,4.9,,4.83,13.0,-3.7
TOLINS,404.18,10.41,,13.19,12.2,-11.7
GOKUL,402.51,5.22,,0.07,22.8,-12.1
AEPL,401.66,9.64,,9.63,8.7,-19.4
HCL-INSYS,401.31,,,,13.5,
FOODSIN,398.32,5.01,,11.7,-24.6,-11.7
VRAJ,396.65,7.74,,10.54,11.2,45.7
DJML,393.4,13.53,,16.53,90.7,120.3
DENORA,391.38,7.26,,-12.73,7.0,
HARRMALAYA,390.39,17.51,,4.56,7.6,76.5
SINCLAIR,387.53,7.63,,19.99,16.6,
RUBFILA,387.47,8.8,,5.11,8.9,-19.1
KAYA,387.25,,,-22.47,2.0,
IGCL,383.39,10.9,,12.23,19.5,-8.6
LORDSCHLO,380.61,13.43,,9.69,22.4,52.5
PAKKA,379.53,,,13.43,-8.9,-35.0
MANAKSIA,375.77,7.89,,5.79,-12.9,2.3
THOMASCOTT,375.05,15.87,,13.32,63.5,-36.7
DREAMFOLKS,372.2,3.75,,-43.56,-83.2,
ORIENTPPR,366.87,-1.92,,-5.25,5.6,
MARKOLINES,366.41,13.83,,16.22,-13.5,-4.6
NDL,366.13,5.22,,0.4,-48.5,3.2
MOLDTECH,365.13,8.21,,-0.76,85.7,
ATALREAL,365.0,7.96,,7.22,37.8,892.9
MEGASTAR,363.37,9.46,,5.17,20.3,71.9
KAVDEFENCE,363.33,1.25,,-196.24,-88.8,-91.1
GINNIFILA,362.13,18.84,,12.36,-12.9,50.0
VGL,359.82,22.08,,-31.88,196.8,
BEDMUTHA,358.55,4.38,,6.78,54.6,612.9
VARDHACRLC,357.78,11.06,,11.2,15.8,711.0
3IINFOLTD,357.15,10.26,,-8.23,-6.0,
MEDICO,354.92,19.02,,11.18,37.5,36.5
TRANSWORLD,353.87,,,-17.18,19.7,
BATLIBOI,352.94,2.87,,4.08,-34.5,-24.0
PPAP,352.91,13.73,,4.28,18.6,1771.2
MANOMAY,348.99,12.31,,7.14,13.9,50.5
GOACARBON,347.05,-24.98,,4.31,52.1,
VARDMNPOLY,346.32,,,2.19,-18.3,0.0
EXXARO,343.16,1.02,,3.28,5.2,-94.8
SHEMAROO,340.66,-59.3,,-63.54,-31.7,
TREJHARA,338.96,3.25,,0.9,-56.8,25.7
TRACXN,334.16,-13.33,,-20.23,-3.1,
AVG,333.81,,,10.55,-5.9,-5.8
DCMSRIND,332.92,6.59,,10.43,-42.0,-32.7
APOLSINHOT,332.38,6.93,,2.46,30.1,25.5
DEVX,330.45,7.35,,30.19,19.1,631.9
CPEDU,329.91,,,0.0,,
SPENCERS,329.62,,,-6.91,5.9,
HPAL,329.46,3.75,,-7.67,-13.0,
COASTCORP,327.18,9.76,,3.72,106.7,
LEMERITE,326.31,,,2.3,-23.1,700.0
ATLANTAA,324.86,-0.8,,102.16,-18.9,-0.2
RUCHIRA,324.39,9.18,,8.01,12.2,-48.3
SOMATEX,322.62,6.03,,7.18,1214.0,1760.1
MUTHOOTCAP,320.66,,,13.51,-0.5,-16.3
APCL,318.22,-7.96,,4.16,-10.7,
AARTISURF,317.23,5.17,,3.41,26.8,-57.0
NATHBIOGEN,316.7,6.29,,6.69,-1.0,
MODIRUBBER,314.11,0.09,,-84.45,70.9,
REMSONSIND,311.62,14.03,,3.98,22.8,14.5
MEDICAMEQ,311.33,4.01,,8.72,80.2,44.7
GENUSPAPER,309.58,,,5.4,11.5,450.0
RVHL,308.96,18.42,,,-90.3,
IITL,308.65,-2.82,,78.28,,
ASHIMASYN,307.42,-1.62,,-8.31,736.6,
BELLACASA,306.92,12.71,,5.93,27.1,6.7
AVONMORE,306.73,4.38,,-20.41,71.9,
RNBDENIMS,306.72,10.95,,-0.1,37.9,87.3
MAHEPC,306.23,7.1,,5.89,11.6,-23.7
RHL,306.13,3.39,,24.58,1.7,-24.7
ASAHISONG,303.31,6.13,,10.33,-5.7,42.4
HALDER,302.96,,,8.96,104.0,
AXITA,292.75,,,5.29,-60.8,
SAHYADRI,289.2,7.39,,6.38,28.5,146.6
UNIVASTU,288.25,25.99,,12.52,111.6,161.9
SUNDRMBRAK,286.38,2.55,,7.56,-6.7,463.2
DYNPRO,284.11,8.49,,10.39,10.8,49.2
LOTUSEYE,280.96,0.13,,-4.59,18.2,
UFO,278.46,8.0,,5.8,43.5,
OMFREIGHT,276.64,8.42,,2.97,21.2,-45.5
VETO,276.33,8.82,,8.9,55.7,17.8
PODDARMENT,274.27,,,1.82,15.2,-7.8
DPWIRES,273.83,6.83,,7.32,-6.2,133.1
CINELINE,272.01,7.73,,9.0,13.1,
UYFINCORP,271.47,13.44,,35.42,354.9,1433.2
PONNIERODE,271.11,8.73,,16.67,-5.2,488.6
VIKASLIFE,269.36,,,-17.68,-17.7,
AHLEAST,265.22,,,34.38,13.4,
IVC,265.04,2.19,,37.05,220.4,-82.1
STARTECK,262.57,9.5,,88.39,30.9,271.9
MANAKALUCO,259.45,,,6.58,2.1,0.0
ELGIRUBCO,257.21,-188.58,,-40.18,-2.1,
KCPSUGIND,256.91,2.45,,-10.42,4.4,
DIAMINESQ,254.02,-8.02,,-43.85,-48.2,
UNITEDTEA,253.6,,,15.54,-13.8,-4.3
BPL,252.71,-3.79,,-0.88,-0.7,-37.5
JAYSREETEA,251.47,-6.15,,-18.0,9.4,
TRF,250.67,-5.33,,-34.9,-28.5,
NIPPOBATRY,250.31,,,10.69,7.3,-26.0
NDGL,249.85,,,0.0,,
AARON,249.77,14.84,,15.1,13.3,-14.4
SRD,249.73,11.61,,4.83,30.5,92.8
GICL,248.76,12.41,,4.44,13.6,60.3
LYKALABS,248.4,,,-0.68,,
SURANAT&P,247.76,11.9,,-25.0,400.7,-17.8
KMSUGAR,245.55,14.63,,12.83,-30.8,-16.4
PRITIKAUTO,239.45,8.74,,8.32,36.2,38.6
ALMONDZ,239.26,10.74,,1.61,6.7,-22.2
SAHLIBHFI,236.85,11.94,,75.78,32.1,192.4
INTENTECH,235.64,-11.75,,-60.71,-20.4,
PKTEA,234.65,-2.02,,-63.93,31.1,
BALAJEE,234.43,3.6,,9.98,-2.1,-33.5
NURECA,232.06,1.11,,5.96,11.5,
GEEKAYWIRE,230.99,19.03,,10.15,-14.6,-7.8
VSTL,228.25,4.57,,2.85,16.2,-41.9
VIKASECO,224.63,,,1.47,-18.9,
GENCON,223.56,,,8.54,-13.6,-18.9
BCONCEPTS,222.64,1.34,,4.92,6.2,
AERONEU,222.36,,,4.12,-4.5,
ALANKIT,221.81,6.33,,1.1,-50.1,-49.3
PIGL,221.34,10.78,,10.48,6.3,56.6
UCAL,221.25,-9.79,,3.76,17.4,
ASMS,220.82,19.02,,6.59,286.1,133.3
GLOBALVECT,220.33,-490.74,,-30.35,-5.5,
SONAMLTD,219.82,,,8.35,50.8,3.8
AARVI,219.63,13.18,,3.67,19.2,55.7
DELPHIFX,219.02,1.64,,2.21,-7.7,
KALYANIFRG,217.97,10.06,,11.19,-3.4,164.2
SSDL,217.72,12.57,,2.07,-2.1,-53.6
TEAMGTY,216.73,1.49,,-37.29,59.3,
JMA,216.08,,,5.86,19.5,31.1
SICAGEN,215.07,3.69,,2.72,10.4,13.0
RADIOCITY,213.62,-11.31,,-12.56,-25.4,
RVTH,213.26,10.37,,27.45,1.7,52.6
STARPAPER,212.93,4.71,,2.04,-1.3,
CCHHL,211.69,-5.74,,16.25,51.3,
SAKHTISUG,210.07,,,19.98,-6.2,16.9
GSLSU,207.2,-11.08,,-51.79,-21.0,
KOTARISUG,206.97,,,-15.68,16.4,
SHIVATEX,205.57,7.27,,-1.15,-9.5,-95.0
SINTERCOM,204.67,1.4,,8.49,14.1,981.7
ZODIACLOTH,204.59,,,-20.06,-9.8,
DSFCL,204.52,,,-1.86,3.6,
BTTL,204.31,-6.72,,4.11,414.5,
DRCSYSTEMS,204.16,21.82,,23.05,60.7,27.9
ROSSELLIND,202.96,,,13.19,,
AIRAN,202.03,,,11.99,13.4,
BASML,197.81,3.38,,6.09,-2.1,-42.9
SILGO,196.51,5.81,,25.41,-19.0,-25.8
VASWANI,196.37,2.95,,11.47,24.7,158.0
NITIRAJ,195.87,1.28,,-14.76,-63.8,
WORTHPERI,194.51,9.42,,9.9,7.3,-30.9
GILLANDERS,194.11,3.76,,-6.91,-0.5,
RANASUG,194.11,4.05,,2.47,-7.8,-13.2
SHREYANIND,191.88,1.52,,-3.27,-6.4,
MHLXMIRU,190.42,27.33,,21.15,29.2,17.7
KHADIM,189.94,1.48,,6.37,-10.9,-18.0
MURUDCERA,189.63,,,6.55,1.9,142.9
ASPINWALL,188.26,6.69,,5.88,46.1,166.1
TAINWALCHM,188.26,6.62,,-118.05,-74.9,29.6
ARVEE,188.09,7.77,,7.31,67.5,684.4
SPCENET,184.51,9.78,,10.09,16.9,0.0
LANCORHOL,180.86,18.6,,-84.68,-65.4,
SUPREME,180.43,0.06,,-36.18,1260.0,
INDOUS,178.8,,,17.24,-3.2,-40.9
MKPL,178.43,9.37,,1.64,6.4,-54.9
BYKE,177.28,2.94,,14.54,3.9,128.5
TTL,175.65,0.27,,3.95,-8.7,
SIKKO,174.28,6.09,,-33.22,-41.7,
DCM,173.5,6.45,,-0.58,13.5,
NECCLTD,173.26,3.48,,1.18,9.2,-55.6
VIRINCHI,171.88,-5.73,,-9.76,-4.3,
BHARATGEAR,170.63,,,3.31,33.3,
KAMOPAINTS,169.11,0.12,,-4.28,-9.4,
TRIGYN,167.44,0.31,,1.14,4.7,-74.6
SUPERHOUSE,167.18,0.76,,2.83,-14.1,
AKSHARCHEM,166.27,-0.17,,1.01,16.6,248.0
ISHANCH,165.33,-5.78,,11.05,89.8,
ARCHIDPLY,164.82,,,4.69,11.4,
IVP,164.59,12.6,,7.43,10.1,131.3
SRTL,164.02,10.4,,14.8,-53.2,222.9
NATCAPSUQ,162.36,-10.03,,-5.05,30.0,
INCREDIBLE,161.8,7.62,,3.12,-4.5,-19.7
UMIYA-MRO,161.49,42.87,,20.36,63.1,83.3
METROGLOBL,160.9,5.47,,17.43,-16.8,
CENTEXT,160.8,13.23,,4.65,18.7,13.0
EMMBI,160.18,4.09,,6.63,8.8,65.2
KRITIKA,159.77,6.35,,1.37,-38.7,-39.3
BRNL,159.59,-12.43,,-126.02,3.5,
MCL,159.38,9.36,,4.43,102.1,69.8
INDTERRAIN,158.49,-2.68,,8.15,20.4,
SADBHAV,156.47,,,11.94,-6.5,
DEVIT,153.65,84.91,,4.21,4.5,632.1
BAIDFIN,153.03,7.27,,31.53,59.7,28.2
RELIABLE,152.57,8.73,,4.15,3.8,-45.8
TIPSFILMS,151.47,,,-70.58,361.6,
DGCONTENT,149.58,2.52,,4.01,3.3,-86.0
AMJLAND,148.38,6.92,,47.18,-37.6,-50.4
INDBANK,147.91,7.37,,30.13,14.4,3.8
AVROIND,147.59,5.27,,7.22,39.3,113.9
ALPA,146.63,8.39,,10.76,-21.4,
HPIL,145.09,5.18,,-2.66,-20.2,391.8
PRAENG,144.0,-3.91,,-105.17,-54.4,
SECMARK,142.39,11.69,,39.95,14.4,12.4
LAGNAM,141.33,,,8.22,3.0,57.1
KREBSBIO,140.64,,,-35.73,11.6,
NARMADA,140.55,6.7,,2.7,16.1,-30.0
DTIL,140.0,-0.48,,-143.65,-35.7,
ISFT,138.27,5.37,,2.83,4.6,33.1
KEYFINSERV,138.25,4.71,,,,
SIGIND,137.97,6.71,,6.44,7.1,-3.1
MUKTAARTS,136.75,,,-3.8,19.1,
MAHAPEXLTD,136.58,-1.49,,-44.44,143.8,
SALONA,136.35,1.88,,4.87,-25.1,
SAMPANN,135.55,21.29,,4.65,40.5,-81.3
MAGNUM,135.11,-1.64,,9.95,7.8,-5.9
SURANASOL,135.02,2.18,,-3.48,440.2,
SHAHALLOYS,134.15,205.84,,-194.74,-98.7,
VIPULLTD,132.5,,,-17.49,-18.4,-71.0
RPPL,132.39,10.09,,10.6,1.7,73.0
AARTECH,132.32,11.93,,7.76,65.5,
GTL,132.29,,,48.57,-16.7,5408.7
WIPL,130.85,1.0,,-3.05,-2.7,
TARMAT,130.18,3.47,,5.95,12.4,521.1
URAVIDEF,129.66,2.15,,1.53,-8.7,-33.3
TEXMOPIPES,129.65,,,4.92,-1.2,-69.2
AIROLAM,128.97,7.0,,4.92,4.5,-90.8
REPL,127.87,-7.82,,-69.7,-41.7,
XELPMOC,127.53,-10.94,,-186.92,52.8,
INDIANCARD,127.16,1.09,,-45.78,9.9,
CORALFINAC,126.83,6.91,,75.84,-0.7,15.5
BSL,126.8,1.99,,4.01,-4.9,
LAL,126.79,8.74,,5.76,85.0,
VISHWARAJ,126.34,-10.56,,1.54,-33.4,537.4
OBCL,126.26,-8.91,,-4.04,7.7,
WEIZMANIND,125.76,9.32,,3.17,-10.7,
CROWN,125.12,12.75,,33.92,4.3,-31.6
AAATECH,124.8,6.68,,-30.16,-68.1,
GANGESSECU,123.58,,,19.28,-13.5,41.7
LANDSMILL,121.32,0.54,,-80.42,-59.5,
SAMBHAAV,120.78,0.1,,5.3,14.9,
SOMICONVEY,119.48,6.36,,8.69,-28.8,-34.2
CUBEXTUB,119.02,9.37,,-3.55,6.1,-40.4
BTML,118.1,13.24,,8.97,-13.0,-4.1
NORBTEAEXP,116.07,-1.68,,-32.75,31.9,
DBSTOCKBRO,113.99,,,18.46,-28.7,-16.7
STEELCITY,113.97,10.68,,26.53,21.1,22.6
NAVKARURB,111.09,1.85,,8.87,314.5,
BEARDSELL,109.52,13.23,,6.42,-4.8,135.9
SURYALAXMI,109.45,1.15,,2.95,-2.4,-70.7
ZENITHEXPO,108.8,2.76,,-8.7,-37.3,
COMPUSOFT,108.4,,,-18.65,5.4,27.3
RAJSREESUG,107.62,0.43,,25.08,8.2,166.9
LAMBODHARA,107.01,8.96,,4.86,5.0,1338.1
PAR,106.66,12.43,,4.37,-10.6,-48.5
RELCHEMQ,106.58,3.76,,5.98,7.3,-5.3
SHYAMCENT,104.39,,,,-99.3,
LOVABLE,104.33,4.45,,-30.76,-21.9,-19.1
REGENCERAM,104.23,,,-113.33,60.5,
GVPTECH,103.87,0.45,,,-79.0,
BAGFILMS,103.44,2.23,,12.39,2.5,-71.4
GROBTEA,103.25,,,12.47,77.6,990.0
GLOBE,102.7,6.27,,5.05,37.0,38.8
RAJMET,102.02,-0.57,,3.65,-72.9,862.2
MOKSH,100.67,8.22,,0.79,56.2,196.9
ARTNIRMAN,100.0,1.4,,15.14,151.9,-87.1
OSWALSEEDS,99.98,15.25,,6.88,117.0,283.3
SELMC,99.54,,,,-18.5,
SIL,99.07,-16.63,,-47.96,10.0,
GOYALALUM,98.06,,,5.69,-14.2,-50.0
INVENTURE,97.65,1.4,,0.88,-52.3,
PALASHSECU,97.48,2.15,,-24.72,-98.5,
SMLT,95.57,3.77,,2.84,28.9,122.4
BVCL,92.05,,,-1.42,-12.9,
DIGJAMLMTD,91.78,47.4,,13.83,32.7,
PATINTLOG,91.23,,,3.85,12.5,56.1
KOHINOOR,90.23,,,-19.11,41.2,-76.7
LPDC,88.67,3.67,,25.19,,
AMDIND,88.11,-2.8,,3.43,20.0,3398.7
SPLIL,87.86,3.32,,-5.08,-24.2,35.6
CINEVISTA,86.73,11.39,,41.81,-36.4,
BLBLIMITED,86.22,29.27,,9.49,19.6,
CURAA,84.48,-21.99,,,,
ZENITHSTL,84.23,,,-1.68,-54.5,-49.0
NAGREEKEXP,83.62,1.96,,2.17,47.2,
HISARMETAL,83.41,5.26,,3.3,21.5,125.7
TOTAL,82.18,9.05,,0.12,-1.0,-92.5
ATAM,82.01,6.48,,11.04,-10.9,-59.7
ACCURACY,81.45,3.19,,3.78,-32.0,201.4
FIBERWEB,80.16,5.52,,15.47,-63.8,
ENERGYDEV,78.23,,,-55.8,47.8,
PRAKASHSTL,76.13,9.0,,0.79,16.4,-73.5
GRADIENTE,75.79,0.95,,2.31,827.0,
TOUCHWOOD,75.5,9.44,,3.84,12.1,-51.6
PIONEEREMB,74.57,0.39,,2.93,-3.1,200.0
NIBL,74.41,,,-21.32,27.8,
JHS,70.89,-1.11,,-8.25,39.2,
DAMODARIND,70.48,3.68,,1.98,30.9,-80.1
BONLON,70.17,2.9,,1.64,-31.1,81.4
DIGIDRIVE,69.05,1.97,,-20.66,-7.3,
ROML,68.05,,,2.01,29.3,-60.5
HGM,67.81,-13.71,,-10.73,129.8,
BANARBEADS,67.4,3.13,,27.73,-9.6,-2.7
TRU,67.39,-105.71,,179.01,,
ODIGMA,67.27,-1.92,,-1.08,-9.5,348.5
GATECH,67.21,10.94,,27.02,14.4,-49.9
PARASPETRO,66.51,-1.75,,,,
RKEC,66.17,4.8,,17.07,-72.6,-80.5
TFL,66.03,-13.85,,-15.07,94.2,
AJOONI,65.45,5.51,,2.28,103.3,-44.4
SUNDARAM,65.4,3.57,,0.84,11.9,
SECURKLOUD,64.18,,,-32.31,-76.2,
ATLASCYCLE,63.99,-2.1,,-166.57,-82.7,
ORCHASP,63.74,,,,-77.0,-71.9
DELTAMAGNT,63.32,-12.56,,3.78,17.2,
ANMOL,63.06,9.98,,0.85,-1.8,57.4
CTE,61.79,0.64,,14.96,-21.1,
AGROPHOS,61.67,10.39,,3.92,-22.6,
RAJTV,61.0,0.64,,2.78,-1.9,
GATECHDVR,59.45,10.94,,27.02,14.4,-49.9
BIOFILCHEM,58.99,13.81,,6.11,-9.3,10.8
ORIENTLTD,58.85,-1.8,,2.95,-7.4,
ICDSLTD,58.61,,,0.0,,
BALKRISHNA,57.83,,,-31.23,-46.7,
SUVIDHAA,56.81,-30.3,,,-60.0,
LCCINFOTEC,56.59,-2.27,,-0.55,6.2,
MALUPAPER,56.13,,,3.13,13.7,
ADROITINFO,53.32,4.33,,-0.65,25.6,
TPHQ,52.62,,,-55.16,,
GAYAHWS,51.76,,,5.68,1133.2,-99.5
AHLADA,51.59,0.13,,-2.92,-33.1,
AKI,50.16,2.91,,4.59,52.3,250.0
VINNY,49.78,1.12,,-0.19,15.0,-60.7
CELEBRITY,48.93,-104.21,,-0.76,-15.6,
DANGEE,48.81,-9.23,,-8.32,8.3,
JAIPURKURT,48.32,3.35,,7.6,53.0,-1.8
KARMAENG,47.91,2.6,,,-6.7,
HYBRIDFIN,47.89,6.48,,56.22,449.3,-57.9
ARCHIES,46.92,-3.36,,-49.2,-45.6,
ORIENTALTL,46.24,1.81,,20.62,-16.3,-72.1
LFIC,44.85,-1.23,,,,
MITTAL,44.83,3.76,,7.26,13.2,-36.3
MANGALAM,44.6,-35.23,,-15.14,-7.5,
RKDL,44.33,0.33,,8.93,-37.4,0.0
BANG,43.03,,,7.9,20.3,46.5
TNTELE,42.25,,,0.0,,
SAGARDEEP,42.05,8.24,,4.07,118.4,43.3
AMBICAAGAR,41.86,,,5.12,-28.3,
MADHUCON,40.66,,,-127.9,,
ADL,39.53,0.0,,1.21,-17.3,
COUNCODOS,38.95,2.34,,8.16,40.5,100.0
ABMINTLLTD,38.89,-17.19,,10.49,-18.7,
NKIND,38.59,,,-8.06,-38.1,
ASHOKAMET,37.79,8.56,,19.47,23.6,
AROGRANITE,37.78,-6.57,,-45.95,-57.0,
TARAPUR,37.54,,,0.0,,
LASA,35.72,-51.13,,,,
AKSHAR,35.44,-8.74,,1.99,12.5,
DNAMEDIA,34.49,,,8.51,-71.8,
GANGAFORGE,34.1,-12.04,,5.59,,
AKG,34.06,0.68,,1.38,-43.4,-79.7
MADHAV,33.8,0.33,,-20.92,20.4,8379.7
21STCENMGM,32.93,-57.21,,132.82,,
MOHITIND,31.83,-0.59,,1.8,2.5,
LIBAS,31.56,0.25,,-10.86,-45.3,
KEEPLEARN,31.3,-14.51,,-70.75,-54.7,
KANANIIND,30.87,3.84,,3.51,-61.7,
LEXUS,30.69,9.22,,-21.52,-45.0,
SGL,30.19,-0.83,,-5.58,-24.8,
PNC,29.77,-18.65,,-41.74,-68.1,
TREEHOUSE,29.45,-5.36,,,-53.5,
INFOMEDIA,28.81,,,86.28,,
SUPERSPIN,28.8,0.78,,-52.65,-13.5,
WILLAMAGOR,28.04,,,,-86.9,
KHANDSE,27.79,-4.49,,-16.93,,
NEXTMEDIA,26.76,,,0.0,,
TGBHOTELS,26.3,1.87,,3.63,-14.2,-58.1
VCL,24.62,27.1,,16.8,-100.0,-37.2
LAXMICOT,24.61,-1.94,,-6.07,-17.0,
MFML,24.53,-0.02,,5.39,43.6,-78.6
AURIGROW,23.32,-0.86,,-4.67,,
FLEXITUFF,23.07,,,,-99.6,
EUROTEXIND,22.85,,,,-98.9,
TECILCHEM,21.2,,,0.0,,
HAVISHA,20.88,-21.89,,-14.48,-3.3,
TVVISION,20.88,,,,-98.3,
ACEINTEG,20.56,-5.55,,,-93.8,
SILLYMONKS,18.5,-20.27,,-21.27,-21.6,
BOHRAIND,17.88,-4.68,,,,
RADAAN,15.76,,,-43.19,-33.5,
HEADSUP,15.68,-0.21,,-111.01,119.8,
VIVIDHA,14.93,-425.41,,,,
RETAIL,14.75,-1.8,,0.19,-1.0,
LYPSAGEMS,14.42,9.99,,18.04,-72.5,
CREATIVEYE,13.12,-29.83,,5.07,-45.0,
TIJARIA,13.0,,,,,
NIRAJISPAT,12.79,,,0.0,,
ARENTERP,12.43,-0.83,,-97.94,56.9,
ANTGRAPHIC,12.25,,,-0.94,25.9,-75.0
SHANTI,7.11,-96.73,,-66.19,357.7,
3BBLACKBIO,,19.89,,13.99,57.5,21.4
3PLAND,,,,,,
AARNAV,,4.88,,5.03,45.1,234.8
ABGSEC,,,,,,
ABMKNO,,4.18,,11.0,4.7,-43.8
ABSL10BANK,,,,0.0,,
ABSLMSCIN,,,,0.0,,
ABSLNN50ET,,,,,,
ABSLPSE,,,,,,
ACSTECH,,7.29,,2.94,196.2,11.9
AKCAPIT,,10.64,,70.0,13.7,25.0
AMBALALSA,,11.94,,11.09,-0.7,
AMIRCHAND,,15.85,,6.17,19.7,60.7
AONETMMQ50,,,,0.0,,
AONETOTAL,,,,,,
